minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
0,Sylvester,0.6255431141512533,35.13518107873654,14.786200152359395,36.178445458390264,9.538061633986551,14.521737229420763,11.653071813957826,29.534873607568723
0,Marvin the Martian,0.6082610590103914,31.103805602549176,13.496561086317588,34.52662865844682,4.732184652794869,22.028192309204343,10.336235952511602,22.610667812868893
0,Road Runner,0.6207500945758572,22.215876436252284,14.598510145183813,38.12368557113382,6.934590719491441,28.7179670553355,9.904695372222164,18.693699126594073
0,Foghorn Leghorn,0.6120109986924566,30.217691801673887,15.445016372827013,35.53439221212439,7.671373593875895,18.265802359552183,13.320660134732426,27.992487895157684
0,Bugs Bunny,0.6326289360624548,32.428556090760836,16.633381092214673,34.639271528372056,4.815425218375484,18.703090780750205,14.363154859070049,30.080311444982765
0,Elmer Fudd,0.6122883905751846,26.453900090974646,14.458027049415714,40.417590467635286,5.0848480716258715,21.61043171592082,17.13864840156768,34.989289999080114
0,Lola Bunny,0.6272137353756791,31.878273533868207,13.350367990746198,34.73862972894401,6.11739374936004,22.05230738345485,16.581588916159465,32.28096959451612
0,Porky Pig,0.6010809019249473,27.6368960407695,16.586949443703624,38.5581330755119,6.303782550352628,14.819085849768156,13.68408045844273,31.275156364588202
0,Tasmanian Devil,0.6171314021777207,29.361771982101445,14.640127678241253,38.12968972641533,6.5381195247427595,23.817060497558796,6.940615106065183,18.191852971935685
0,Gossamer,0.6189768095720888,32.37078420414303,16.068200411929855,32.25789121028833,4.484796628641059,18.877925083060997,8.39489130016743,19.875181292859697
0,Granny,0.6163995377336056,26.384737613945788,15.682857800364504,34.45469746500281,6.191416224276645,23.835001180699884,16.21260276372854,28.02243362927675
0,Wile E. Coyote,0.6124924711265173,33.367120124778694,14.463714016568545,31.869661491484916,7.467500389334688,15.355657833618746,10.161214545166931,24.148504004462513
0,Tweety,0.5953123498801528,29.447185757756948,13.324237592775908,38.21762911786237,7.484866286972512,23.235770013562615,10.49046034652292,22.79198415545247
0,Penelope,0.6059142724571343,24.397045543642733,14.821979294996408,28.19485008242814,9.182319009649104,13.480524737337786,15.652537958149352,28.844656719188084
0,Daffy Duck,0.6198757878324979,32.339043250850935,16.443136742139732,38.40425471651526,7.421136075221269,17.09312988470585,11.26178116296683,27.744328164509636
12,Sylvester,0.626865672055505,30.938004251323736,14.880389802930083,33.97907622412687,4.727716751410224,11.019866128978544,12.690102435409647,32.64395798266523
12,Marvin the Martian,0.6038986842647591,26.723969636690008,14.816712018858075,35.13853282587822,6.646125934970528,23.26372481778705,13.970439066164579,25.362541915045586
12,Road Runner,0.616630348026334,26.800006001088622,14.346869359566359,34.24757713336429,7.112165384006586,27.040119553653106,12.378312931593674,21.156452147481136
12,Foghorn Leghorn,0.6203467549463867,31.105293820728534,16.20388688573565,35.944049142127476,6.933691868332577,21.645599007308295,15.68316358188575,29.74883822161981
12,Bugs Bunny,0.6289031023657632,32.26511176752402,15.962243412613075,32.1947075835134,7.499107337923335,17.506041754562393,13.168940527658929,27.17107844903232
12,Elmer Fudd,0.6330165193629154,28.522660557737282,15.449525518700376,36.262436150420086,6.78299761215415,31.96556527614913,10.792263394878427,17.68279551218288
12,Lola Bunny,0.6359701314514575,28.41714662996286,16.492005721227226,41.68193173473497,5.388939562485785,23.935624875368852,18.313482555361446,36.27139436206622
12,Porky Pig,0.6200758008046575,31.29066906064877,15.961915240326277,35.70291158368523,5.372572409022571,17.912467959884843,15.710281974000257,32.48381445880855
12,Tasmanian Devil,0.6032015608428094,24.340467467840686,12.701355212829252,34.642500016178126,5.229877319600038,18.445944175793503,5.967661012528874,18.199063789026642
12,Gossamer,0.6145759880283084,31.495200115669192,14.347328309128574,30.79053864610572,6.01892114500809,10.900349197876825,11.919643603304127,29.065752358011007
12,Granny,0.6037356837477508,26.775586501930167,13.443989942049383,33.514672019078176,5.677679575478147,13.994096524291304,13.769294805621934,30.85504872264976
12,Wile E. Coyote,0.621921856629251,33.23327231211819,14.175532958464732,31.93081321399913,5.496787624668772,23.511348407746524,16.71294604656721,29.4063973293616
12,Tweety,0.6073774917352098,28.11144768368013,14.967738016035888,35.72684267455504,6.331049705776286,20.359742251531088,13.225842837881464,26.809940113821593
12,Penelope,0.608549244717315,22.34793072592846,15.295220523065531,27.186961682327016,8.733997183787379,20.46917060752416,15.765444276243382,23.86644998067864
12,Daffy Duck,0.6233743677540239,25.34531162208887,14.701646813775548,35.973407538955954,6.700094585826608,17.807856227306573,16.30586162464605,33.50809298311823
24,Sylvester,0.6178343040617227,32.63323190154228,13.867672324465335,37.75622837036347,6.768898888991709,22.554316716694927,12.857502520663756,27.69697731281317
24,Marvin the Martian,0.6005425156014508,30.898766442059376,14.598916538425737,31.041952156181523,6.671968918586463,22.912726390660755,14.839666756126364,24.666778380368964
24,Road Runner,0.6217695325707171,28.51765151194239,12.287761047147127,39.617791505948645,7.382175298012175,25.89452105395006,11.948404351062926,26.025094075761405
24,Foghorn Leghorn,0.6253719797742138,28.46570641206372,15.254772498303117,32.215683874859565,7.118912347594787,19.98047593649526,15.325257585586616,28.558134112632967
24,Bugs Bunny,0.6339310577318819,30.35623396297192,17.183486283823726,31.380770951479462,5.347852355933289,18.54983730540434,13.61283319949759,26.612626501414166
24,Elmer Fudd,0.6204994180772296,30.50799180900052,15.28883214038274,35.18128119594337,4.603882745234328,22.44101862484473,15.805876024507857,30.013307562777126
24,Lola Bunny,0.6328334055827676,38.428648409669115,14.321183621324096,39.11897354958847,4.842454103407392,22.773496258216994,18.272497069828415,37.549662901620465
24,Porky Pig,0.6081853104035562,28.12806095428982,15.339384399965883,35.80018753388724,3.4564925764403087,16.942880271870656,13.81174868559714,30.346351608330874
24,Tasmanian Devil,0.6082703530605449,27.709795427064254,14.209061555946372,32.99375025778098,4.139602656872042,24.306911858413,5.452177588740964,12.920646188950553
24,Gossamer,0.6174417822110473,33.88418354084617,15.418440440759813,34.21911648360453,5.602924002418005,20.059741135340794,13.955963814880125,28.17922609739821
24,Granny,0.6299957146608899,26.251117706144385,14.148490803072887,35.7062551128606,5.382690386931976,17.919289174870585,14.213253131500128,31.478878763414098
24,Wile E. Coyote,0.6199848955423439,31.145300701814406,14.833322502725506,35.824778459743875,5.736985368730121,24.108463294789257,16.62693452424385,30.507807360295683
24,Tweety,0.6097873656499568,24.219008826031384,14.543554424963162,35.88469511113383,6.929087983494295,28.11759943575281,8.553981484069563,15.454121138636683
24,Penelope,0.6138220092138958,26.94509655767224,16.3004172427071,31.039844897660586,7.380753600046192,19.09389360890119,9.86480493445359,19.368766163567503
24,Daffy Duck,0.6287920883538916,30.783661236988102,15.011312778510362,33.59661277370094,8.337997912477164,16.93062448355699,13.817256973531222,29.433401295656903
36,Sylvester,0.6250681251833823,36.23779276547987,12.697303279639526,37.09350398058904,10.764915903129138,14.60084531145564,11.360120939044107,30.562457594084545
36,Marvin the Martian,0.5960180311088862,30.353366673444043,12.886775514807296,33.250875219870515,7.221462666420603,26.060861928824806,10.04196162434018,17.88308021462915
36,Road Runner,0.6100441421425509,25.008778264765397,13.211747270150253,36.547258295384594,5.176170263820785,27.30267871116098,10.379475060072698,20.162795829714337
36,Foghorn Leghorn,0.6294478157765305,32.523526432993776,14.98946275233384,32.69051012053561,6.342719638033907,16.547952380798947,11.306506258589582,26.36407958419908
36,Bugs Bunny,0.6268094078187717,32.48650157931507,15.95924806329662,33.82091020758314,5.653554527471407,18.561625951190585,10.91102492257221,24.724629696076267
36,Elmer Fudd,0.619814378129857,31.128186715053833,16.607141432563854,34.83398894584682,6.379119414224053,16.571668365207437,14.860203520151837,30.97149724107913
36,Lola Bunny,0.640284065800933,30.50099768742592,13.330916100916259,33.495215134858796,4.558847045164155,20.514364070005232,14.675627355880623,30.854228977045974
36,Porky Pig,0.6213634175771432,26.934477360612746,16.772796273779864,31.644183664940275,5.251202422716263,22.74202327252624,13.033497095949201,22.569754082406515
36,Tasmanian Devil,0.6091927117954961,26.83856318871314,15.252122901206548,36.606240187387485,4.817689063458386,24.70006740283994,8.300904891895833,18.01179780969912
36,Gossamer,0.6096117116416402,36.47153590302972,15.92556293786359,34.50638985802233,4.1993248532256455,15.613735523121088,13.969383483286048,31.002869880340402
36,Granny,0.6172256819381788,19.864960627005196,13.855351608942543,35.02245760934259,4.886701433007465,15.56604671094603,11.088950220174155,27.12233221078603
36,Wile E. Coyote,0.6322303831894394,28.98650402871644,13.800772447545866,33.70635864566383,5.3519933412662075,21.92410110727487,16.46067660891403,31.517187860078668
36,Tweety,0.6167075662272323,26.99557306522155,12.630877857424979,35.31630827583577,6.949922601443722,27.34745651881549,9.804331678290632,19.052020682187003
36,Penelope,0.5850842093456593,26.986134250221234,13.978419381327637,30.121362799515172,8.028802384863743,19.258232059968222,11.21862163765298,20.0920019601021
36,Daffy Duck,0.6325718893960264,30.322745928097298,15.435953617647852,34.88213496685017,5.7443957821335685,17.53511021359203,15.154421090766142,32.269996405469286
